row_idx,subject_id,sentence_index,task_name,split_name,pickle_file,target_string,seq_len
11394,YDG,100,task3-TSR-2.0,train,v2-task2-TSR-YDG-100.pickle,"In 1969, Rodham entered Yale Law School where she served on the Board of Editors of Yale Review of Law and Social Action and worked with underprivileged children at the Yale-New Haven Hospital.",17
11395,YDG,101,task3-TSR-2.0,train,v2-task2-TSR-YDG-101.pickle,"Prior to graduating from Maine South High School, she attended Maine East High School, where she served as class president, a member of the student council, a member of the debating team, and as a member of the National Honor Society.",18
11396,YDG,102,task3-TSR-2.0,train,v2-task2-TSR-YDG-102.pickle,"After completing high school in 1965, Rodham enrolled at Wellesley College in Massachusetts where she became active in politics, serving, for a time, as President of the Wellesley College Chapter of the College Republicans.",20
11397,YDG,103,task3-TSR-2.0,train,v2-task2-TSR-YDG-103.pickle,"He then enrolled at Phillips Andover, a private boarding school in Massachusetts already attended by his brother George.",12
11398,YDG,104,task3-TSR-2.0,train,v2-task2-TSR-YDG-104.pickle,"Roosevelt was distraught, writing in his diary, 'the light has gone out of my life forever'.",10
11399,YDG,105,task3-TSR-2.0,train,v2-task2-TSR-YDG-105.pickle,"Bush attended the University of Texas at Austin, where he graduated Phi Beta Kappa with a Bachelor's degree in Latin American Studies in 1973, taking only two and a half years to complete his work, and obtaining generally excellent grades.",22
11400,YDG,106,task3-TSR-2.0,train,v2-task2-TSR-YDG-106.pickle,He acquired his early education in Europe at venerable institutions such as the University of Leiden while accompanying his father while the elder Adams was serving as an American envoy to France and later the Netherlands during the Revolutionary War.,19
11401,YDG,107,task3-TSR-2.0,train,v2-task2-TSR-YDG-107.pickle,He graduated from Harvard University in 1787 and was elected to Phi Beta Kappa.,7
11402,YDG,108,task3-TSR-2.0,train,v2-task2-TSR-YDG-108.pickle,"He attended Florida State Normal and Industrial College and received an LLB from Stetson University, after which he enlisted in the Marine Corps.",12
11403,YDG,109,task3-TSR-2.0,train,v2-task2-TSR-YDG-109.pickle,"Bush attended high school at the exclusive private St. Albans School in Washington, DC.",10
11404,YDG,110,task3-TSR-2.0,train,v2-task2-TSR-YDG-110.pickle,He received his BA in Economics from Tulane University and his MBA from Tulane in 1979.,9
11405,YDG,111,task3-TSR-2.0,train,v2-task2-TSR-YDG-111.pickle,"His father was a New York City philanthropist, merchant, and partner in the glass-importing firm Roosevelt and Son.",11
11406,YDG,112,task3-TSR-2.0,train,v2-task2-TSR-YDG-112.pickle,"She attended Beverly Hills High School, but left to become an actress.",8
11407,YDG,113,task3-TSR-2.0,train,v2-task2-TSR-YDG-113.pickle,"Soon after, she enrolled at London's Central School of Speech and Drama, where she attended 18 months.",10
11408,YDG,114,task3-TSR-2.0,train,v2-task2-TSR-YDG-114.pickle,Reynolds was inexperienced and did not know how to tap dance.,8
11409,YDG,115,task3-TSR-2.0,train,v2-task2-TSR-YDG-115.pickle,"Born in Boston into one of the country's most prominent families (both his great-grandfather and his grandfather had been Presidents of the United States), Adams, after his graduation from Harvard in 1858, embarked on a Grand Tour of Europe, during which he also attended lectures in civil law at the University of Berlin.",27
11410,YDG,116,task3-TSR-2.0,train,v2-task2-TSR-YDG-116.pickle,Wilhelm was educated at Kassel at the Friedrichsgymnasium and the University of Bonn.,9
11411,YDG,117,task3-TSR-2.0,train,v2-task2-TSR-YDG-117.pickle,"They lost control of both houses of Congress for the first time in 40 years, in large part due to stalled legislation, including a failed attempt to create a comprehensive health care system under a plan developed by First Lady Hillary Rodham Clinton.",25
11412,YDG,118,task3-TSR-2.0,train,v2-task2-TSR-YDG-118.pickle,Hanks has been married to actress Rita Wilson since 1988.,8
11413,YDG,119,task3-TSR-2.0,train,v2-task2-TSR-YDG-119.pickle,"That year, he also married Rose Fitzgerald, the daughter of John F. Fitzgerald, the Democrat mayor of Boston and probably the most recognized politician in the city.",13
11414,YDG,12,task3-TSR-2.0,train,v2-task2-TSR-YDG-12.pickle,"He is in the Gaullist political family, currently a member of the UMP.",10
11415,YDG,120,task3-TSR-2.0,train,v2-task2-TSR-YDG-120.pickle,"In 1986, Schwarzenegger married TV journalist Maria Shriver, niece of the late President of the United States John F. Kennedy.",12
11416,YDG,121,task3-TSR-2.0,train,v2-task2-TSR-YDG-121.pickle,"He married Margaret Tyndal Winthrop, who came from a family with deep roots in Massachusetts history going back to the John Winthrop, the first governor of the Massachusetts Bay Colony.",17
11417,YDG,122,task3-TSR-2.0,train,v2-task2-TSR-YDG-122.pickle,He was married to actress Kim Basinger from 1993 to 2002.,7
11418,YDG,123,task3-TSR-2.0,train,v2-task2-TSR-YDG-123.pickle,Laurance married Mary French in 1934.,5
11419,YDG,124,task3-TSR-2.0,train,v2-task2-TSR-YDG-124.pickle,"Finding law school tedious, however, Roosevelt found other diversions, including the completion of his first published book, The Naval War of 1812 (1882).",16
11420,YDG,126,task3-TSR-2.0,train,v2-task2-TSR-YDG-126.pickle,"In this year Encke married Amalie Becker (1787–1879), daughter of a bookseller.",7
11421,YDG,127,task3-TSR-2.0,train,v2-task2-TSR-YDG-127.pickle,"While attending a motorcycle race, he met a local girl named Columba Garnica Gallo, whom he eventually married.",11
11422,YDG,128,task3-TSR-2.0,train,v2-task2-TSR-YDG-128.pickle,"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.",11
11423,YDG,129,task3-TSR-2.0,train,v2-task2-TSR-YDG-129.pickle,"Simon has been married three times; he is currently married to Edie Brickell whom he wed on May 30, 1992.",12
11424,YDG,13,task3-TSR-2.0,train,v2-task2-TSR-YDG-13.pickle,"The election of fellow-Republican Dwight Eisenhower to the presidency saw Rockefeller appointed first as chair of the President's Advisory Committee on Government Organization and later as an undersecretary in the Department of Health, Education, and Welfare.",18
11425,YDG,130,task3-TSR-2.0,train,v2-task2-TSR-YDG-130.pickle,"Although she was christened Rose Marie Kennedy, she was commonly known as Rosemary.",11
11426,YDG,131,task3-TSR-2.0,train,v2-task2-TSR-YDG-131.pickle,"Unable to stomach a career as a corporate lawyer, and presented with an opportunity to run for New York Assembly-man in 1881, he dropped out of school to pursue his new goal of entering public life.",17
11427,YDG,132,task3-TSR-2.0,train,v2-task2-TSR-YDG-132.pickle,"Abraham Simpson is estranged husband to Mona Simpson, father to Homer Jay Simpson and Herbert Powell, father-in-law to Marjorie Bouvier Simpson and grandfather to siblings Bartholomew J. Simpson, Lisa Marie Simpson and Margaret Simpson.",23
11428,YDG,133,task3-TSR-2.0,train,v2-task2-TSR-YDG-133.pickle,She is the well-meaning and patient wife of Homer.,7
11429,YDG,134,task3-TSR-2.0,train,v2-task2-TSR-YDG-134.pickle,"It was once mentioned, by Homer, that she actually dyes her hair blue, as she's been ""gray as a mule since seventeen"".",17
11430,YDG,135,task3-TSR-2.0,train,v2-task2-TSR-YDG-135.pickle,"1944, Kathleen Kennedy, known to friends as ""Kick,"" married William Cavendish, Marquess of Hartington, a Protestant and the eldest son and heir of the 10th Duke of Devonshire.",14
11431,YDG,138,task3-TSR-2.0,train,v2-task2-TSR-YDG-138.pickle,"In the mid to late 1930s, she made many recordings with her husband Red Norvo.",9
11432,YDG,139,task3-TSR-2.0,train,v2-task2-TSR-YDG-139.pickle,"He passed the exam in 1875 and entered as a freshman the next year, in 1876.",8
11433,YDG,141,task3-TSR-2.0,train,v2-task2-TSR-YDG-141.pickle,"At the age of 21, she married William Hutchinson.",5
11434,YDG,142,task3-TSR-2.0,train,v2-task2-TSR-YDG-142.pickle,"At Harvard, Roosevelt did well in science, philosophy, and rhetoric but fared poorly in classical languages.",11
11435,YDG,143,task3-TSR-2.0,train,v2-task2-TSR-YDG-143.pickle,"From 1993 to 2002, she was married to actor Alec Baldwin, with whom she later engaged in a long legal custody battle regarding their child.",12
11436,YDG,145,task3-TSR-2.0,train,v2-task2-TSR-YDG-145.pickle,"Barrymore was married to Welsh bartender turned bar owner, Jeremy Thomas, from March 20 to April 28, 1994, and to comedian Tom Green from July 7, 2001 to October 15, 2002 (Green filed for divorce in December 2001).",25
11437,YDG,146,task3-TSR-2.0,train,v2-task2-TSR-YDG-146.pickle,"She married Joseph P. Kennedy, Sr. on October 7, 1914, after a courtship of more than 7 years, and they lived in nearby Brookline, in a house that is now a national historic landmark.",18
11438,YDG,147,task3-TSR-2.0,train,v2-task2-TSR-YDG-147.pickle,"She has two children by her first husband, William LeBlond, and two children by her second husband, Robert P. Koch, whom she married in June 1992 at Camp David.",14
11439,YDG,148,task3-TSR-2.0,train,v2-task2-TSR-YDG-148.pickle,They gave her a new first name and cast her for small roles in two movies.,7
11440,YDG,149,task3-TSR-2.0,train,v2-task2-TSR-YDG-149.pickle,"Maria Shriver married the actor Arnold Schwarzenegger on April 26, 1986.",8
11441,YDG,15,task3-TSR-2.0,train,v2-task2-TSR-YDG-15.pickle,"He graduated from West Point in 1843, ranking 21st in a class of 39.",7
11442,YDG,150,task3-TSR-2.0,train,v2-task2-TSR-YDG-150.pickle,"Two weeks later she married Michael Jackson on May 18, 1994.",7
11443,YDG,151,task3-TSR-2.0,train,v2-task2-TSR-YDG-151.pickle,"On August 10, 2002 she married Nicolas Cage, someone well-known for his Elvis-obsession.",7
11444,YDG,152,task3-TSR-2.0,train,v2-task2-TSR-YDG-152.pickle,"Presley married her first husband Danny Keough on October 3, 1988.",7
11445,YDG,153,task3-TSR-2.0,train,v2-task2-TSR-YDG-153.pickle,"Dewey officially remained an active officer of the Navy until his death, as a special honor after he passed retirement age.",9
11446,YDG,154,task3-TSR-2.0,train,v2-task2-TSR-YDG-154.pickle,"On May 23, 1953, she married Robert Sargent Shriver, Jr., who was U.S. ambassador to France from 1968 to 1970, and was Democratic vice-presidential candidate in 1972.",14
11447,YDG,155,task3-TSR-2.0,train,v2-task2-TSR-YDG-155.pickle,"She was married to director Spike Jonze on June 26, 1999 but the marriage ended in divorce on December 9, 2003.",10
11448,YDG,156,task3-TSR-2.0,train,v2-task2-TSR-YDG-156.pickle,She married José Ferrer in 1938; they divorced in 1948.,7
11449,YDG,157,task3-TSR-2.0,train,v2-task2-TSR-YDG-157.pickle,He published his autobiography in 1913.,5
11450,YDG,158,task3-TSR-2.0,train,v2-task2-TSR-YDG-158.pickle,"After marrying Richard Burton, Taylor relinquished her American citizenship, and is now a ""permanent resident"" of the U.S. After marrying Republican Senator John Warner, of Virginia, she received a ""green card"" and keeps her British passport.",20
11451,YDG,159,task3-TSR-2.0,train,v2-task2-TSR-YDG-159.pickle,"Elizabeth Taylor won the Academy Award for Best Actress in a Leading Role for her performances in BUtterfield 8 (1960), which co-starred then husband Eddie Fisher, and then again for Who's Afraid of Virginia Woolf?",16
11452,YDG,16,task3-TSR-2.0,train,v2-task2-TSR-YDG-16.pickle,"Brice Lalonde (born February 10, 1946) is a former socialist and Green Party leader in France, who ran for President of France in 1981.",9
11453,YDG,160,task3-TSR-2.0,train,v2-task2-TSR-YDG-160.pickle,"(1966), which co-starred then husband Richard Burton and the Supporting Actress Oscar-winner, Sandy Dennis.",10
11454,YDG,162,task3-TSR-2.0,train,v2-task2-TSR-YDG-162.pickle,"He arrived at the mouth of the bay late the night of April 30, and the following morning he gave the order to attack at first light, by saying the now famous words 'You may fire when ready, Gridley'.",20
11455,YDG,164,task3-TSR-2.0,train,v2-task2-TSR-YDG-164.pickle,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",33
11456,YDG,165,task3-TSR-2.0,train,v2-task2-TSR-YDG-165.pickle,"She was First Lady of the United States from 1993 to 2001, as the wife of President Bill Clinton.",10
11457,YDG,166,task3-TSR-2.0,train,v2-task2-TSR-YDG-166.pickle,"Fisher has had one husband, musician Paul Simon (married 1983-divorce 1984).",10
11458,YDG,167,task3-TSR-2.0,train,v2-task2-TSR-YDG-167.pickle,She was married to singer Paul Simon but divorced after 12 years.,8
11459,YDG,168,task3-TSR-2.0,train,v2-task2-TSR-YDG-168.pickle,"She underwent a lobotomy at the age of 23, after which she was incapacitated for the rest of her life.",10
11460,YDG,169,task3-TSR-2.0,train,v2-task2-TSR-YDG-169.pickle,She was married to Academy Award-winning actor Nicolas Cage from 1995 until 2001.,10
11461,YDG,17,task3-TSR-2.0,train,v2-task2-TSR-YDG-17.pickle,"Generally regarded as a member of the moderate New Democrat wing of the Democratic Party, he headed the centrist Democratic Leadership Council in 1990 and 1991.",11
11462,YDG,170,task3-TSR-2.0,train,v2-task2-TSR-YDG-170.pickle,"Mary Ford (July 7, 1928-September 30, 1977, original name Iris Colleen Summers) was half of a husband-wife musical duo; the other half being Les Paul.",16
11463,YDG,171,task3-TSR-2.0,train,v2-task2-TSR-YDG-171.pickle,"After a stint in the Army where he rose to the rank of corporal, he moved to California for a try at show business.",17
11464,YDG,173,task3-TSR-2.0,train,v2-task2-TSR-YDG-173.pickle,"He arrived in Western Australia in October 1880 and immediately took up an appointment to the position of Colonial Secretary, and a nomination to the Western Australian Legislative Council.",14
11465,YDG,174,task3-TSR-2.0,train,v2-task2-TSR-YDG-174.pickle,Shortly afterwards he retired from the Army as a brevet major.,8
11466,YDG,175,task3-TSR-2.0,train,v2-task2-TSR-YDG-175.pickle,He has been described as the archetype of the 'Renaissance man' and as a universal genius.,8
11467,YDG,177,task3-TSR-2.0,train,v2-task2-TSR-YDG-177.pickle,He had been the 25th Vice President before becoming President upon the assassination of President William McKinley.,12
11468,YDG,178,task3-TSR-2.0,train,v2-task2-TSR-YDG-178.pickle,"Debbie Reynolds (born April 1, 1932) is an American actress and singer.",7
11469,YDG,179,task3-TSR-2.0,train,v2-task2-TSR-YDG-179.pickle,"In addition, he helped advance the study of anatomy, astronomy, and civil engineering.",10
11470,YDG,18,task3-TSR-2.0,train,v2-task2-TSR-YDG-18.pickle,Clooney left AMC to run as a Democrat in the 2004 election for a seat in the House of Representatives representing Kentucky's 4th Congressional district.,12
11471,YDG,180,task3-TSR-2.0,train,v2-task2-TSR-YDG-180.pickle,He attained the rank of lieutenant commander in 1865.,5
